"すずき,鈴木","かまだ,鎌田","たかとり,高取","くましろ,神代","ひろいけ,広池","なかつぼ,中坪","やまかど,山門","のぶとう,延藤","くつな,沓名","ふじさか,藤坂","うたまる,歌丸","こはなわ,小華和","でざわ,出沢","まつかた,松形","あつぼ,厚母","いむら,猪村","おかだや,岡田屋","かねま,兼間","くさかみ,草上","これむら,是村","しなと,階戸","そたに,祖谷","ちばた,千畑","なおばやし,直林","はさだ,羽佐田","ふじわ,藤輪","みさご,三砂","やずみ,矢住"
"かねこ,金子","なんじょう,南条","おおせ,大瀬","たかいわ,高岩","もろた,諸田","ひがしむら,東村","あいの,愛野","ひさすえ,久末","くろつち,黒土","ほだか,穂高","えっちゅうや,越中谷","ごうや,合屋","ときだ,常田","みき,未来","あまいわ,天岩","いわかぜ,岩風","おきなや,翁家","かま,蒲","くずがみ,葛上","ごかん,後神","しばもと,芝元","そやま,祖山","つき,築","なかざい,仲財","はぞめ,羽染","ふなうち,船内","みずせい,水清","やな,簗"
"たかぎ,高木","ひらき,平木","おくつ,奥津","たかひら,高平","もろと,諸戸","ひきち,引地","あいば,相葉","ひさたけ,久武","くろまる,黒丸","ほのお,炎","えいかわ,永川","ごうやま,合山","ときつかぜ,時津風","みきや,御器谷","あまう,天羽","いわかね,岩金","おきの,興野","かま,鎌","くずき,葛木","ごがつび,五月日","しばや,柴屋","そらい,徂徠","つきえ,月江","なかしょうじ,仲小路","はた,羽多","ふなお,舟尾","みずたに,みず谷","やないだ,柳井田"
"なかやま,中山","よこかわ,横川","おぬま,小沼","たきやま,滝山","やがわ,矢川","ひさとめ,久留","あいべ,相部","ひさま,久間","くろみず,黒水","ほらさわ,洞沢","えいくら,永倉","ごしょ,五所","ときみつ,時光","みくら,三倉","あまおか,尼岡","いわかみ,岩神","おきのしま,沖島","かまい,鎌井","くずた,葛田","ごがみ,五上","しばや,柴谷","そらおか,空岡","つきかわ,月川","なかしょうや,中庄谷","はた,波田","ふなかた,船方","みずたにがわ,水谷川","やないはら,柳原"
"えんどう,遠藤","よしたけ,吉武","おばな,尾花","たけおか,武岡","やすい,保井","ひじり,聖","あいもの,四十物","ひさやま,久山","くろやま,黒山","ほりい,堀居","えいとく,永徳","ごしょのお,五所野尾","ときもと,時本","みくるべ,三廻部","あまかい,天貝","いわかわ,岩河","おきはま,沖浜","かまい,構井","くずだ,葛田","ごがみ,後上","しばわか,柴若","そらたに,空谷","つきがわ,月川","なかしげ,中繁","はたえ,はたえ","ふながさき,舟ケ崎","みずたみ,水民","やなか,屋中"
"みうら,三浦","あいだ,相田","かがみ,加賀美","たけかわ,竹川","やすざわ,安沢","ひだい,比田井","あえ,阿江","ひしき,菱木","くわたに,桑谷","ほりさか,堀坂","えいなん,叡南","ごだい,伍代","とぎの,研野","みぐち,箕口","あまかさ,雨笠","いわがみ,石上","おきふじ,沖藤","かまうち,鎌内","くずにし,葛西","ごきじょう,五鬼上","しび,示日","そらち,空地","つきき,槻木","なかしろ,中城","はたかけ,幡掛","ふながみ,船上","みずち,水地","やなかわ,柳川"
"しばた,柴田","いわはし,岩橋","かじうら,梶浦","たけち,武市","やすふく,安福","ひなつ,日夏","あお,青","ひしたに,菱谷","くわもり,鍬守","ほりつ,堀津","えいらい,永来","ごちょう,牛腸","とくぎ,徳木","みぐま,三熊","あまかた,天方","いわき,井脇","おきます,沖増","かまえ,廓","くずは,葛葉","ごきた,五喜田","しぶ,志布","そらとび,空飛","つきさわ,月沢","なかしんでん,中新田","はたがき,幡垣","ふなき,船城","みずつ,水津","やながせ,柳瀬"
"うえだ,上田","うしやま,牛山","かじもと,梶本","たじか,田近","やち,谷内","ひみ,氷見","あおう,粟生","ひたか,日高","ぐ,具","ほんかわ,本川","えいろ,永露","ごちょう,後町","とくさわ,徳沢","みこがみ,神子上","あまがい,天貝","いわき,岩気","おきまつ,沖松","かまえ,構","くずはら,くずはら","ごくでん,御供田","しぶいち,四分一","そらなか,曽良中","つきざき,月崎","なかじ,なかじ","はたがみ,播上","ふなき,舩木","みずと,水登","やながつぼ,柳坪"
"のむら,野村","うちむら,内村","かなおか,金岡","たちかわ,太刀川","やない,箭内","ひらじま,平島","あおつか,青塚","ひたち,常陸","ぐんじ,軍司","ほんじん,本陣","えうら,江浦","ごとう,ごとう","とくし,禿氏","みさき,見崎","あまがい,天谷","いわき,磐城","おきみ,沖見","かまおく,鎌奥","くずば,崩場","ごくらくじ,極楽寺","しぶいち,渋市","そらにし,空西","つきしま,月島","なかじょう,中條","はたけ,畠","ふなぎ,船城","みずとう,水藤","やながわ,柳河"
"さかい,酒井","おおや,大屋","かのう,叶","たなだ,棚田","やなぎた,柳田","ひらなか,平中","あおむら,青村","ひだの,肥田野","けいこういん,慶光院","ほんどう,本藤","えがさき,江ケ崎","ごとう,五斗","とくとみ,徳冨","みさき,美咲","あまがさき,雨ケ崎","いわくぼ,岩窪","おきもり,沖森","かまかり,鎌苅","くずま,葛間","ごこう,五光","しぶき,渋木","そらやま,空山","つきじ,月地","なかじき,中敷","はたさき,畑崎","ふなくら,舩倉","みずとき,水時","やなき,簗木"
"いまい,今井","おんだ,恩田","かわうち,川内","たや,田谷","やまたに,山谷","ひろしま,広嶋","あかたに,赤谷","ひとすぎ,一杉","けいや,慶谷","ほんぶ,本部","えがわ,穎川","ごとう,呉藤","とくに,戸国","みさわ,見沢","あまがせ,天ケ瀬","いわくらやま,岩倉山","おきよねだ,沖米田","かまが,釜我","くずま,久津間","ごこう,伍香","しぶたれ,渋垂","そりた,反田","つきじ,突地","なかじまや,中島谷","はたじま,畑島","ふなぐち,船口","みずな,水納","やなぎ,やなぎ"
"あんどう,安藤","かわべ,河辺","かんばやし,神林","ちょうなん,長南","ゆい,由比","ひろせ,弘世","あかばね,赤羽根","ひとつまつ,一松","けが,気賀","ほんむら,本村","えがわ,柄川","ごどうけん,悟道軒","とくの,得能","みさわ,御沢","あまがつ,天児","いわくろ,岩黒","おぎ,雄城","かまが,釜賀","くずまき,葛巻","ごこくじ,護国寺","しぶの,渋野","そろい,揃","つきせ,月瀬","なかす,中洲","はたじり,畑尻","ふなご,船後","みずなが,水永","やなぎ,柳木"
"さかもと,坂本","しおかわ,塩川","きりの,桐野","ちくし,筑紫","よこがわ,横川","ひろつ,弘津","あかみ,赤見","ひとみ,瞳","けがい,毛涯","ぼうの,坊野","えくあん,栄久庵","ごのい,五野井","とくみ,徳見","みしょうさい,未生斎","あまがや,天谷","いわくろ,岩畔","おぎう,荻生","かまがき,鎌垣","くずむら,葛村","ごごう,後郷","しぶや,渋屋","そわなか,岨中","つきた,槻田","なかす,中冽","はたせ,畑瀬","ふなごし,船越","みずなみ,湖奈美","やなぎうち,柳内"
"よこやま,横山","たけやま,竹山","くき,九鬼","つがる,津軽","よしうら,吉浦","ひろわたり,広渡","あき,阿木","ひなご,日名子","けむやま,煙山","ま,馬","えぐさ,江種","ごばやし,五林","とくもと,徳元","みずいで,水出","あまがわ,天川","いわこ,岩子","おぎうち,荻内","かます,加増","くずめ,葛目","ごしゃ,五社","しほう,紫芳","そん,宋","つきたに,月溪","なかすか,中須賀","はたたに,畑谷","ふなさか,船阪","みずね,水根","やなぎさこ,柳迫"
"たけだ,武田","とがわ,戸川","くろさか,黒坂","つくば,筑波","よしたけ,吉竹","ふかくさ,深草","あきさわ,秋沢","ひね,日根","けやきだ,欅田","まい,舞","えぐま,江熊","ごらい,午来","とくやす,徳安","みずえ,水江","あまき,亜麻木","いわごえ,岩越","おぎざき,荻崎","かませ,釜瀬","くずやま,葛山","ごしょの,御所野","しほうどう,四方堂","そんた,孫田","つきたに,槻谷","なかすが,中須賀","はただ,幡田","ふなさか,舩坂","みずの,みずの","やなぎざわ,柳沢"
"うちだ,内田","ともだ,友田","くろずみ,黒住","つぼかわ,坪川","よしはし,吉橋","ふかしろ,深代","あきはま,秋浜","ひねの,日根野","けんぼう,見坊","まえぐち,前口","えさしか,江刺家","ごんだいら,権平","とくよし,徳吉","みずき,瑞木","あまき,味木","いわさ,岩朝","おぎし,小岸","かまた,煙田","くずりゅう,九頭龍","ごしょはら,御所原","しほみ,志保見","そんだ,孫田","つきだ,築田","なかずか,中塚","はたち,廿千","ふなさき,船崎","みずの,美津野","やなぎだて,柳舘"
"おおの,大野","ひさだ,久田","こう,黄","つまがり,津曲","よしまる,吉丸","ふかみず,深水","あきば,秋場","ひのした,日下","げじょう,下条","まえたに,前谷","えさと,江里","ごんのかみ,権守","とくら,土蔵","みずくら,水倉","あまぎ,天衣","いわさか,岩阪","おぎし,尾岸","かまた,鍬田","くぜかけ,久掛","ごしょみ,御所見","しほみ,志穂美","そんだ,尊田","つきなり,月成","なかずみ,中住","はたて,旗手","ふなさく,船迫","みずのうえ,水野上","やなぎだに,柳谷"
"みやざき,宮崎","ふかがわ,深川","こうち,河内","てらわき,寺脇","よしもと,吉元","ふくい,福居","あきまる,秋丸","ひはら,肥原","こいしかわ,小石川","まえなか,前中","えざき,江碕","ごんもり,権守","とくら,徳倉","みずため,水溜","あまぎし,天岸","いわさき,巌崎","おぎす,荻巣","かまたき,鎌滝","くたら,久楽","ごしま,五嶋","しぼい,志保井","ぞうしま,蔵島","つきの,月乃","なかずみ,仲住","はたて,籏手","ふなざわ,舟沢","みずのえ,水の江","やなぎのや,柳廼屋"
"もりた,森田","ほりべ,堀部","こしかわ,越川","とうやま,当山","よつや,四谷","ふくお,福尾","あきむら,秋村","ひめい,姫井","こいずか,恋塚","まかべ,間壁","えした,江下","さっか,作花","とこい,常井","みずとり,水鳥","あまくき,天岫","いわさき,岩脇","おぎたに,荻谷","かまだ,蒲田","くたらき,久多羅木","ごじ,五次","しぼた,柴生田","たい,多井","つきの,槻野","なかせ,仲世","はたと,畑戸","ふなせ,船瀬","みずのえ,水ノ江","やなぎば,柳葉"
"いちかわ,市川","みずさわ,水沢","こはら,小原","とみさわ,富沢","よねみつ,米光","ふくたけ,福武","あくた,芥","ひもり,桧森","こいだ,小井田","まがき,間垣","えじま,江嶋","さいかわ,才川","とこなみ,床波","みずなし,水梨","あまくさ,天草","いわさく,岩破","おぎつ,荻津","かまち,かまち","くだ,久田","ごじょうぼり,五条堀","しま,志間","たい,泰","つきのきさわ,槻木沢","なかぜ,中陳","はたなか,幡中","ふなた,船田","みずのえ,水野上","やなぎもり,柳森"
"ふじわら,藤原","みや,宮","こまだ,駒田","なかい,中居","よねや,米谷","ふくなか,福中","あけち,明智","ひらかた,平形","こいで,小井手","まがた,真方","えずみ,江角","さいかわ,犀川","とこやま,時子山","みずにわ,水庭","あまさか,天坂","いわさる,岩猿","おぎどう,荻堂","かまつか,鎌塚","くち,口","ごじょうや,五条家","しま,志真","たい,田居","つきのもと,月の本","なかぜき,中関","はたなか,畑仲","ふなだ,鮒田","みずのや,水の也","やなざき,柳崎"
"さいとう,斉藤","みやたけ,宮武","さい,崔","なかがみ,中上","よろず,万","ふじかわ,富士川","あさい,麻井","ひらかわ,平河","こいど,小井戸","まがみ,馬上","えだかわ,枝川","さいかわ,西川","とごう,都甲","みずの,水乃","あまさき,尼崎","いわし,岩子","おぎね,荻根","かまなか,釜中","くちい,久池井","ごじま,五島","しま,縞","たいい,泰井","つきのや,月廼屋","なかぞえ,中添","はたの,羽多野","ふなち,舟知","みずのや,水谷","やなざわ,柳沢"
"こじま,小島","やすなが,安永","さかがみ,阪上","なかきた,中北","わかき,若木","ふせや,伏屋","あさか,安積","ひらがき,平垣","こいど,小井土","まきうら,牧浦","えだの,枝野","さいき,済木","とさか,戸坂","みずのうえ,水ノ上","あまざき,天崎","いわした,いわした","おぎの,オギノ","かまの,蒲野","くちつ,朽津","ごせき,五関","しま,嶌","たいが,大画","つきのわ,月輪","なかぞの,中ぞの","はたの,畑農","ふなち,船知","みずのや,水納谷","やなしま,梁島"
"まつい,松井","あかざわ,赤沢","さわぐち,沢口","なかごみ,中込","わかしま,若島","ふたがみ,二上","あさかわ,麻川","ひらき,開","こう,耕","まきし,牧志","えちごや,越後谷","さいきょう,斎京","とさき,戸崎","みずのや,水野谷","あまじし,天獅子","いわしな,岩品","おぎの,荻布","かまの,釜野","くちの,口野","ごたんだ,五反田","しまい,島井","たいし,多石","つきはし,月橋","なかぞら,中空","はたの,畠野","ふなつ,舩津","みずはた,水畑","やなしま,簗島"
"さくらい,桜井","あかつか,赤塚","しいの,椎野","なかそね,中曽根","わき,和気","ふたはし,二橋","あさがみ,麻上","ひらぐち,平口","こう,荒","まきしま,巻島","えちぜんや,越前屋","さいきょう,西京","とざわ,杜沢","みずひら,水平","あまずつみ,天堤","いわしま,岩嶋","おぎはら,小城原","かまはら,蒲原","くつき,久津木","ごだい,五大","しまい,島居","たいしょう,大正","つきばやし,築林","なかた,名方","はたの,葉田野","ふなと,舟渡","みずはら,瑞原","やなず,柳津"
